date,location_pool_id,water_year,water_level_in
2020-02-29,Ellwood Mesa - 3,2020,0
2020-02-29,Ellwood Mesa - 2,2020,0
2020-02-29,More Mesa - 1,2020,3
2020-03-03,North Campus Open Space - West Pond,2020,24
2020-03-03,North Parcel - 6,2020,2.25
2020-03-03,North Parcel - 7,2020,8
2020-03-03,North Parcel - 9,2020,1.25
2020-03-03,North Parcel - 16,2020,9
2020-03-06,West Campus - 11,2020,0
2020-03-06,West Campus - 10,2020,0
2020-03-06,West Campus - 9,2020,0
2020-03-06,West Campus - 8,2020,0
2020-03-06,West Campus - 13,2020,0
2020-03-06,West Campus - 7,2020,0
2020-03-06,West Campus - 6,2020,0
2020-03-09,More Mesa - 1,2020,3
2020-03-11,Ellwood Mesa - Reference,2020,3
2020-03-11,Ellwood Mesa - 5,2020,0
2020-03-11,Ellwood Mesa - 3,2020,0
2020-03-11,Ellwood Mesa - 2,2020,0
2020-03-13,West Campus - 11,2020,0
2020-03-13,West Campus - 10,2020,0
2020-03-13,West Campus - 8,2020,0
2020-03-13,West Campus - 9,2020,0
2020-03-13,West Campus - 13,2020,0
2020-03-13,West Campus - 7,2020,0
2020-03-13,West Campus - 6,2020,1
2020-03-15,More Mesa - 1,2020,3
2020-03-12,North Parcel - 19,2020,5.5
2020-03-12,North Parcel - PH1,2020,8
2020-03-12,North Parcel - 16,2020,11.25
2020-03-12,North Parcel - 14,2020,0.25
2020-03-12,North Parcel - 9,2020,10
2020-03-12,North Parcel - 6,2020,7.75
2020-03-12,North Parcel - 7,2020,10
2020-03-12,North Parcel - 4,2020,6.25
2020-03-12,North Parcel - 3,2020,6.75
2020-03-17,Ellwood Mesa - 5,2020,0.5
2020-03-17,Ellwood Mesa - Reference,2020,9.75
2020-03-17,Ellwood Mesa - 3,2020,0
2020-03-17,Ellwood Mesa - 2,2020,0
2020-03-17,Del Sol/Camino Corto - 7,2020,2.75
2020-03-17,Del Sol/Camino Corto - 8,2020,0
2020-03-17,Del Sol/Camino Corto - 5,2020,1.25
2020-03-17,Del Sol/Camino Corto - 4,2020,2.25
2020-03-17,Del Sol/Camino Corto - 3,2020,2.25
2020-03-17,Del Sol/Camino Corto - 2,2020,3
2020-03-17,Del Sol/Camino Corto - 6,2020,2.75
2020-03-17,Del Sol/Camino Corto - U,2020,1.25
2020-03-17,Del Sol/Camino Corto - T,2020,0.25
2020-03-17,Del Sol/Camino Corto - G,2020,0
2020-03-17,Del Sol/Camino Corto - M,2020,1.5
2020-03-17,Del Sol/Camino Corto - L,2020,0
2020-03-17,Del Sol/Camino Corto - J,2020,0
2020-03-17,Del Sol/Camino Corto - I,2020,0
2020-03-17,Del Sol/Camino Corto - H,2020,0
2020-03-17,Del Sol/Camino Corto - K,2020,0
2020-03-17,Del Sol/Camino Corto - S,2020,0
2020-03-17,Del Sol/Camino Corto - F,2020,0
2020-03-17,Del Sol/Camino Corto - W,2020,1.25
2020-03-17,Del Sol/Camino Corto - E,2020,1
2020-03-17,Del Sol/Camino Corto - V,2020,0.25
2020-03-17,Del Sol/Camino Corto - N,2020,0.5
2020-03-18,Manzanita Village - Manzanita Lake,2020,8.8
2020-03-18,Manzanita Village - Santa Catalina,2020,3.2
2020-03-18,Manzanita Village - Santa Barbara,2020,1.7
2020-03-18,Manzanita Village - Anacapa East,2020,2.9
2020-03-18,Manzanita Village - Anacapa West,2020,1.9
2020-03-18,Manzanita Village - Santa Cruz,2020,0
2020-03-18,Manzanita Village - Santa Rosa,2020,0
2020-03-18,Manzanita Village - San Miguel,2020,0
2020-03-18,West Campus - 10,2020,2.5
2020-03-18,West Campus - 13,2020,0
2020-03-18,West Campus - 8,2020,0
2020-03-18,West Campus - 9,2020,2.75
2020-03-18,West Campus - 11,2020,0.25
2020-03-18,West Campus - 7,2020,0
2020-03-18,West Campus - 6,2020,6.75
2020-03-19,North Parcel - PH1,2020,14.5
2020-03-19,North Parcel - 19,2020,10.75
2020-03-19,North Parcel - 16,2020,16.5
2020-03-19,North Parcel - 14,2020,10
2020-03-19,North Parcel - 9,2020,15
2020-03-19,North Parcel - 6,2020,11
2020-03-19,North Parcel - 7,2020,14.25
2020-03-19,North Parcel - 3,2020,11.25
2020-03-19,North Parcel - 4,2020,7.75
2020-03-20,More Mesa - 1,2020,2
2020-03-23,Del Sol/Camino Corto - 7,2020,3
2020-03-23,Del Sol/Camino Corto - 8,2020,0
2020-03-23,Del Sol/Camino Corto - 5,2020,1.75
2020-03-23,Del Sol/Camino Corto - 4,2020,2.75
2020-03-23,Del Sol/Camino Corto - 3,2020,3
2020-03-23,Del Sol/Camino Corto - 2,2020,3.25
2020-03-23,Del Sol/Camino Corto - 6,2020,2.75
2020-03-23,Del Sol/Camino Corto - U,2020,1.75
2020-03-23,Del Sol/Camino Corto - T,2020,1
2020-03-23,Del Sol/Camino Corto - G,2020,1
2020-03-23,Del Sol/Camino Corto - M,2020,2.25
2020-03-23,Del Sol/Camino Corto - L,2020,0
2020-03-23,Del Sol/Camino Corto - J,2020,0
2020-03-23,Del Sol/Camino Corto - I,2020,0
2020-03-23,Del Sol/Camino Corto - H,2020,0
2020-03-23,Del Sol/Camino Corto - K,2020,0
2020-03-23,Del Sol/Camino Corto - S,2020,0.75
2020-03-23,Del Sol/Camino Corto - F,2020,0
2020-03-23,Del Sol/Camino Corto - W,2020,2.25
2020-03-23,Del Sol/Camino Corto - E,2020,2.25
2020-03-23,Del Sol/Camino Corto - V,2020,1
2020-03-23,Del Sol/Camino Corto - N,2020,1
2020-03-23,Ellwood Mesa - 5,2020,1.25
2020-03-23,Ellwood Mesa - Reference,2020,11
2020-03-23,Ellwood Mesa - 3,2020,0
2020-03-23,Ellwood Mesa - 2,2020,0
2020-03-09,Del Sol/Camino Corto - 8,2020,0
2020-03-09,Del Sol/Camino Corto - 5,2020,0
2020-03-09,Del Sol/Camino Corto - 4,2020,0
2020-03-09,Del Sol/Camino Corto - 3,2020,0
2020-03-09,Del Sol/Camino Corto - 2,2020,0
2020-03-09,Del Sol/Camino Corto - 6,2020,0
2020-03-09,Del Sol/Camino Corto - 7,2020,0
2020-03-09,Del Sol/Camino Corto - U,2020,0
2020-03-09,Del Sol/Camino Corto - T,2020,0
2020-03-09,Del Sol/Camino Corto - G,2020,0
2020-03-09,Del Sol/Camino Corto - L,2020,0
2020-03-09,Del Sol/Camino Corto - M,2020,0
2020-03-09,Del Sol/Camino Corto - J,2020,0
2020-03-09,Del Sol/Camino Corto - I,2020,0
2020-03-09,Del Sol/Camino Corto - H,2020,0
2020-03-09,Del Sol/Camino Corto - K,2020,0
2020-03-09,Del Sol/Camino Corto - S,2020,0
2020-03-09,Del Sol/Camino Corto - W,2020,0
2020-03-09,Del Sol/Camino Corto - F,2020,0
2020-03-09,Del Sol/Camino Corto - E,2020,0
2020-03-09,Del Sol/Camino Corto - V,2020,0
2020-03-09,Del Sol/Camino Corto - N,2020,0
2020-02-01,Del Sol/Camino Corto - 8,2020,0
2020-02-01,Del Sol/Camino Corto - 5,2020,0
2020-02-01,Del Sol/Camino Corto - 4,2020,0
2020-02-01,Del Sol/Camino Corto - 3,2020,0
2020-02-01,Del Sol/Camino Corto - 2,2020,0
2020-02-01,Del Sol/Camino Corto - 6,2020,0
2020-02-01,Del Sol/Camino Corto - 7,2020,0
2020-02-01,Del Sol/Camino Corto - U,2020,0
2020-02-01,Del Sol/Camino Corto - T,2020,0
2020-02-01,Del Sol/Camino Corto - G,2020,0
2020-02-01,Del Sol/Camino Corto - L,2020,0
2020-02-01,Del Sol/Camino Corto - M,2020,0
2020-02-01,Del Sol/Camino Corto - J,2020,0
2020-02-01,Del Sol/Camino Corto - I,2020,0
2020-02-01,Del Sol/Camino Corto - H,2020,0
2020-02-01,Del Sol/Camino Corto - K,2020,0
2020-02-01,Del Sol/Camino Corto - S,2020,0
2020-02-01,Del Sol/Camino Corto - F,2020,0
2020-02-01,Del Sol/Camino Corto - W,2020,0
2020-02-01,Del Sol/Camino Corto - E,2020,0
2020-02-01,Del Sol/Camino Corto - V,2020,0
2020-02-01,Del Sol/Camino Corto - N,2020,0
2020-03-28,More Mesa - 1,2020,3.5
2020-03-31,Manzanita Village - Manzanita Lake,2020,7.2
2020-03-31,Manzanita Village - Santa Catalina,2020,2
2020-03-31,Manzanita Village - Santa Barbara,2020,0
2020-03-31,Manzanita Village - Anacapa East,2020,0
2020-03-31,Manzanita Village - Anacapa West,2020,0
2020-03-31,Manzanita Village - Santa Cruz,2020,0
2020-03-31,Manzanita Village - Santa Rosa,2020,0
2020-03-31,Manzanita Village - San Miguel,2020,0
2020-04-01,Del Sol/Camino Corto - 7,2020,0
2020-04-01,Del Sol/Camino Corto - 8,2020,0
2020-04-01,Del Sol/Camino Corto - 5,2020,0
2020-04-01,Del Sol/Camino Corto - 4,2020,0
2020-04-01,Del Sol/Camino Corto - 3,2020,0
2020-04-01,Del Sol/Camino Corto - 2,2020,0
2020-04-01,Del Sol/Camino Corto - 6,2020,0
2020-04-01,Del Sol/Camino Corto - U,2020,0
2020-04-01,Del Sol/Camino Corto - T,2020,0
2020-04-01,Del Sol/Camino Corto - G,2020,0
2020-04-01,Del Sol/Camino Corto - M,2020,0
2020-04-01,Del Sol/Camino Corto - J,2020,0
2020-04-01,Del Sol/Camino Corto - L,2020,0
2020-04-01,Del Sol/Camino Corto - I,2020,0
2020-04-01,Del Sol/Camino Corto - H,2020,0
2020-04-01,Del Sol/Camino Corto - K,2020,0
2020-04-01,Del Sol/Camino Corto - S,2020,0
2020-04-01,Del Sol/Camino Corto - F,2020,0
2020-04-01,Del Sol/Camino Corto - W,2020,0
2020-04-01,Del Sol/Camino Corto - E,2020,0
2020-04-01,Del Sol/Camino Corto - V,2020,0
2020-04-01,Del Sol/Camino Corto - N,2020,0
2020-04-01,Ellwood Mesa - 5,2020,0
2020-04-01,Ellwood Mesa - Reference,2020,4
2020-04-01,Ellwood Mesa - 3,2020,0
2020-04-01,Ellwood Mesa - 2,2020,0
2020-04-01,North Parcel - 6,2020,9.5
2020-04-01,North Parcel - 7,2020,13
2020-04-01,North Parcel - 3,2020,9.25
2020-04-01,North Parcel - 4,2020,6
2020-04-01,North Parcel - 9,2020,12.5
2020-04-01,North Parcel - 14,2020,8.75
2020-04-01,North Parcel - 19,2020,9
2020-04-01,North Parcel - 16,2020,15
2020-04-01,North Parcel - PH1,2020,10
2020-04-03,More Mesa - 1,2020,0
2020-04-09,Del Sol/Camino Corto - 7,2020,4.5
2020-04-09,Del Sol/Camino Corto - 8,2020,2
2020-04-09,Del Sol/Camino Corto - 5,2020,2.75
2020-04-09,Del Sol/Camino Corto - 5,2020,3.75
2020-04-09,Del Sol/Camino Corto - 3,2020,4
2020-04-09,Del Sol/Camino Corto - 2,2020,4.25
2020-04-09,Del Sol/Camino Corto - 6,2020,4
2020-04-09,Del Sol/Camino Corto - U,2020,2.75
2020-04-09,Del Sol/Camino Corto - T,2020,2.25
2020-04-09,Del Sol/Camino Corto - G,2020,3
2020-04-09,Del Sol/Camino Corto - M,2020,3.5
2020-04-09,Del Sol/Camino Corto - L,2020,0.25
2020-04-09,Del Sol/Camino Corto - J,2020,2.5
2020-04-09,Del Sol/Camino Corto - I,2020,1.5
2020-04-09,Del Sol/Camino Corto - H,2020,2
2020-04-09,Del Sol/Camino Corto - K,2020,0.75
2020-04-09,Del Sol/Camino Corto - S,2020,2.75
2020-04-09,Del Sol/Camino Corto - F,2020,2.75
2020-04-09,Del Sol/Camino Corto - W,2020,4.25
2020-04-09,Del Sol/Camino Corto - E,2020,3.5
2020-04-09,Del Sol/Camino Corto - V,2020,3
2020-04-09,Del Sol/Camino Corto - N,2020,2.75
2020-04-09,Ellwood Mesa - 6,2020,3
2020-04-09,Ellwood Mesa - Reference,2020,15.5
2020-04-09,Ellwood Mesa - 3,2020,2.75
2020-04-09,Ellwood Mesa - 2,2020,3.25
2020-04-11,More Mesa - 1,2020,6.5
2020-04-16,Ellwood Mesa - 5,2020,0
2020-04-16,Ellwood Mesa - Reference,2020,11.25
2020-04-16,Ellwood Mesa - 3,2020,0
2020-04-16,Ellwood Mesa - 2,2020,0.25
2020-04-16,Del Sol/Camino Corto - 7,2020,2.5
2020-04-16,Del Sol/Camino Corto - 8,2020,0
2020-04-16,Del Sol/Camino Corto - 5,2020,0.5
2020-04-16,Del Sol/Camino Corto - 4,2020,0
2020-04-16,Del Sol/Camino Corto - 3,2020,1.75
2020-04-16,Del Sol/Camino Corto - 2,2020,2.5
2020-04-16,Del Sol/Camino Corto - 6,2020,2
2020-04-16,Del Sol/Camino Corto - U,2020,0
2020-04-16,Del Sol/Camino Corto - T,2020,0
2020-04-16,Del Sol/Camino Corto - G,2020,0
2020-04-16,Del Sol/Camino Corto - M,2020,0
2020-04-16,Del Sol/Camino Corto - L,2020,0
2020-04-16,Del Sol/Camino Corto - J,2020,0
2020-04-16,Del Sol/Camino Corto - I,2020,0
2020-04-16,Del Sol/Camino Corto - H,2020,0
2020-04-16,Del Sol/Camino Corto - K,2020,0
2020-04-16,Del Sol/Camino Corto - S,2020,0
2020-04-16,Del Sol/Camino Corto - F,2020,0
2020-04-16,Del Sol/Camino Corto - W,2020,1.5
2020-04-16,Del Sol/Camino Corto - E,2020,0
2020-04-16,Del Sol/Camino Corto - N,2020,0
2020-04-17,Del Sol/Camino Corto - V,2020,0
2020-04-17,North Parcel - 19,2020,11.25
2020-04-17,North Parcel - PH1,2020,12
2020-04-17,North Parcel - 16,2020,16
2020-04-17,North Parcel - 14,2020,13
2020-04-17,North Parcel - 9,2020,13.25
2020-04-17,North Parcel - 7,2020,15
2020-04-17,North Parcel - 6,2020,10
2020-04-17,North Parcel - 4,2020,6.75
2020-04-17,North Parcel - 3,2020,10
2020-04-19,More Mesa - 1,2020,4.25
2020-04-22,Manzanita Village - San Miguel,2020,0
2020-04-22,Manzanita Village - Santa Rosa,2020,0
2020-04-22,Manzanita Village - Santa Cruz,2020,0
2020-04-22,Manzanita Village - Anacapa West,2020,0
2020-04-22,Manzanita Village - Anacapa East,2020,0
2020-04-22,Manzanita Village - Santa Barbara,2020,0
2020-04-22,Manzanita Village - Santa Catalina,2020,2.3
2020-04-22,Manzanita Village - Chumash,2020,0
2020-04-22,Manzanita Village - Manzanita Lake,2020,7.7
2020-04-15,Manzanita Village - San Miguel,2020,0
2020-04-15,Manzanita Village - Santa Rosa,2020,0
2020-04-15,Manzanita Village - Santa Cruz,2020,0
2020-04-15,Manzanita Village - Anacapa West,2020,40.5
2020-04-15,Manzanita Village - Anacapa East,2020,40
2020-04-15,Manzanita Village - Santa Barbara,2020,0
2020-04-15,Manzanita Village - Santa Catalina,2020,3
2020-04-15,Manzanita Village - Chumash pool,2020,0
2020-04-15,Manzanita Village - Manzanita Lake,2020,9.7
2020-04-07,Manzanita Village - San Miguel,2020,0.2
2020-04-07,Manzanita Village - Santa Rosa,2020,0
2020-04-07,Manzanita Village - Santa Cruz,2020,0
2020-04-07,Manzanita Village - Anacapa West,2020,39.6
2020-04-07,Manzanita Village - Anacapa East,2020,39.5
2020-04-07,Manzanita Village - Santa Barbara,2020,0
2020-04-07,Manzanita Village - Santa Catalina,2020,2.5
2020-04-07,Manzanita Village - Chumash,2020,0
2020-04-07,Manzanita Village - Manzanita Lake,2020,9
2020-04-23,Ellwood Mesa - 5,2020,0
2020-04-23,Ellwood Mesa - Reference,2020,5.75
2020-04-23,Ellwood Mesa - 3,2020,0
2020-04-23,Ellwood Mesa - 2,2020,0
2020-04-23,Del Sol/Camino Corto - 7,2020,0
2020-04-23,Del Sol/Camino Corto - 8,2020,0
2020-04-23,Del Sol/Camino Corto - 5,2020,0
2020-04-23,Del Sol/Camino Corto - 4,2020,0
2020-04-23,Del Sol/Camino Corto - 3,2020,0
2020-04-23,Del Sol/Camino Corto - 2,2020,0
2020-04-23,Del Sol/Camino Corto - 6,2020,0
2020-04-23,Del Sol/Camino Corto - U,2020,0
2020-04-23,Del Sol/Camino Corto - T,2020,0
2020-04-23,Del Sol/Camino Corto - G,2020,0
2020-04-23,Del Sol/Camino Corto - M,2020,0
2020-04-23,Del Sol/Camino Corto - J,2020,0
2020-04-23,Del Sol/Camino Corto - L,2020,0
2020-04-23,Del Sol/Camino Corto - I,2020,0
2020-04-23,Del Sol/Camino Corto - H,2020,0
2020-04-23,Del Sol/Camino Corto - K,2020,0
2020-04-23,Del Sol/Camino Corto - S,2020,0
2020-04-23,Del Sol/Camino Corto - F,2020,0
2020-04-23,Del Sol/Camino Corto - W,2020,0
2020-04-23,Del Sol/Camino Corto - E,2020,0
2020-04-23,Del Sol/Camino Corto - V,2020,0
2020-04-23,Del Sol/Camino Corto - N,2020,0
2020-04-24,North Parcel - 3,2020,7.75
2020-04-24,North Parcel - 4,2020,4.75
2020-04-24,North Parcel - 6,2020,8
2020-04-24,North Parcel - 7,2020,13
2020-04-24,North Parcel - 9,2020,10
2020-04-24,North Parcel - 14,2020,9.75
2020-04-24,North Parcel - 16,2020,14
2020-04-24,North Parcel - PH1,2020,6.5
2020-04-24,North Parcel - 19,2020,8.75
2020-04-26,More Mesa - 1,2020,0
2020-04-29,North Parcel - 3,2020,6
2020-04-29,North Parcel - 4,2020,3
2020-04-29,North Parcel - 6,2020,6.75
2020-04-29,North Parcel - 7,2020,11.75
2020-04-29,North Parcel - 9,2020,7.75
2020-04-29,North Parcel - 14,2020,7.5
2020-04-29,North Parcel - 16,2020,12.75
2020-04-29,North Parcel - PH1,2020,2.25
2020-04-29,North Parcel - 19,2020,7
2020-04-30,Ellwood Mesa - 5,2020,0
2020-04-30,Ellwood Mesa - Reference,2020,0
2020-04-30,Ellwood Mesa - 3,2020,0
2020-04-30,Ellwood Mesa - 2,2020,0
2020-04-30,Del Sol/Camino Corto - 7,2020,0
2020-04-30,Del Sol/Camino Corto - 8,2020,0
2020-04-30,Del Sol/Camino Corto - 5,2020,0
2020-04-30,Del Sol/Camino Corto - 4,2020,0
2020-04-30,Del Sol/Camino Corto - 3,2020,0
2020-04-30,Del Sol/Camino Corto - 2,2020,0
2020-04-30,Del Sol/Camino Corto - 6,2020,0
2020-04-30,Del Sol/Camino Corto - U,2020,0
2020-04-30,Del Sol/Camino Corto - T,2020,0
2020-04-30,Del Sol/Camino Corto - G,2020,0
2020-04-30,Del Sol/Camino Corto - M,2020,0
2020-04-30,Del Sol/Camino Corto - L,2020,0
2020-04-30,Del Sol/Camino Corto - J,2020,0
2020-04-30,Del Sol/Camino Corto - I,2020,0
2020-04-30,Del Sol/Camino Corto - H,2020,0
2020-04-30,Del Sol/Camino Corto - K,2020,0
2020-04-30,Del Sol/Camino Corto - S,2020,0
2020-04-30,Del Sol/Camino Corto - F,2020,0
2020-04-30,Del Sol/Camino Corto - W,2020,0
2020-04-30,Del Sol/Camino Corto - E,2020,0
2020-04-30,Del Sol/Camino Corto - V,2020,0
2020-04-30,Del Sol/Camino Corto - N,2020,0
2020-05-02,Manzanita Village - Manzanita Lake,2020,1.8
2020-05-06,North Parcel - 3,2020,3.25
2020-05-06,North Parcel - 6,2020,4.25
2020-05-06,North Parcel - 7,2020,9.75
2020-05-06,North Parcel - 9,2020,4
2020-05-06,North Parcel - 14,2020,4
2020-05-06,North Parcel - 16,2020,10.75
2020-05-06,North Parcel - 19,2020,4.75
2020-05-07,Ellwood Mesa - Reference,2020,0
2020-05-21,North Campus Open Space - 2,2020,4.5
2020-05-21,North Campus Open Space - 1,2020,1.75
2020-05-21,South Parcel - 7,2020,3
2020-05-21,South Parcel - 6,2020,0
2020-05-21,South Parcel - 5,2020,10.25
2020-05-21,South Parcel - 4,2020,0
2020-05-21,South Parcel - 2,2020,4.75
2020-05-21,South Parcel - 3,2020,6
2020-05-14,North Campus Open Space - 1,2020,4
2020-05-14,North Campus Open Space - 2,2020,6
2020-05-14,South Parcel - 7,2020,6
2020-05-14,South Parcel - 6,2020,4
2020-05-14,South Parcel - 5,2020,12
2020-05-14,South Parcel - 4,2020,2
2020-05-14,South Parcel - 2,2020,6
2020-05-14,South Parcel - 3,2020,7.5
2020-05-07,North Campus Open Space - 8,2020,0
2020-05-07,North Campus Open Space - 2,2020,9
2020-05-07,North Campus Open Space - 1,2020,6
2020-05-07,South Parcel - 7,2020,7
2020-05-07,South Parcel - 6,2020,5
2020-05-07,South Parcel - 5,2020,13
2020-05-07,South Parcel - 4,2020,4
2020-05-07,South Parcel - 1,2020,0
2020-05-07,South Parcel - 2,2020,7.75
2020-05-07,South Parcel - 3,2020,9
2020-04-30,South Parcel - 7,2020,10
2020-04-30,South Parcel - 6,2020,7
2020-04-30,South Parcel - 5,2020,16
2020-04-30,South Parcel - 4,2020,6
2020-04-30,South Parcel - 1,2020,0
2020-04-30,South Parcel - 2,2020,9
2020-04-30,South Parcel - 3,2020,10.5
2020-04-30,North Campus Open Space - 8,2020,7
2020-04-30,North Campus Open Space - 4,2020,6.75
2020-04-30,North Campus Open Space - 2,2020,11
2020-04-30,North Campus Open Space - 1,2020,7.75
2020-04-23,South Parcel - 8,2020,3
2020-04-23,South Parcel - 7,2020,10.75
2020-04-23,South Parcel - 6,2020,8.75
2020-04-23,South Parcel - 5,2020,17
2020-04-23,South Parcel - 4,2020,9
2020-04-23,South Parcel - 1,2020,3
2020-04-23,South Parcel - 2,2020,10.75
2020-04-23,South Parcel - 3,2020,12
2020-04-23,North Campus Open Space - 8,2020,9.75
2020-04-23,North Campus Open Space - 4,2020,10.25
2020-04-23,North Campus Open Space - 2,2020,12.75
2020-04-23,North Campus Open Space - 1,2020,9.25
2020-04-16,South Parcel - 9,2020,1
2020-04-16,South Parcel - 8,2020,9
2020-04-16,South Parcel - 7,2020,12.25
2020-04-16,South Parcel - 6,2020,9.75
2020-04-16,South Parcel - 5,2020,18
2020-04-16,South Parcel - 4,2020,10.25
2020-04-16,South Parcel - 1,2020,5.75
2020-04-16,South Parcel - 2,2020,12
2020-04-16,South Parcel - 3,2020,13
2020-04-16,North Campus Open Space - 8,2020,12.5
2020-04-16,North Campus Open Space - 7,2020,11.5
2020-04-16,North Campus Open Space - 6,2020,3
2020-04-16,North Campus Open Space - 5,2020,12.75
2020-04-16,North Campus Open Space - 4,2020,14
2020-04-16,North Campus Open Space - 3,2020,1
2020-04-16,North Campus Open Space - 2,2020,14.5
2020-04-16,North Campus Open Space - 1,2020,11
2020-03-13,North Campus Open Space - 8,2020,11.5
2020-03-13,North Campus Open Space - 7,2020,8
2020-03-13,North Campus Open Space - 6,2020,8
2020-03-13,North Campus Open Space - 5,2020,8
2020-03-13,North Campus Open Space - 4,2020,5.75
2020-03-13,North Campus Open Space - 2,2020,6
2020-03-13,North Campus Open Space - 1,2020,4.5
2020-03-13,South Parcel - 7,2020,8
2020-03-13,South Parcel - 6,2020,7.75
2020-03-13,South Parcel - 5,2020,14
2020-03-13,South Parcel - 4,2020,10
2020-03-13,South Parcel - 1,2020,7
2020-03-13,South Parcel - 2,2020,9
2020-03-13,South Parcel - 3,2020,12
2020-03-06,South Parcel - 7,2020,3
2020-03-06,South Parcel - 6,2020,5.5
2020-03-06,South Parcel - 5,2020,12
2020-03-06,South Parcel - 4,2020,6.25
2020-03-06,South Parcel - 2,2020,7.75
2020-03-06,South Parcel - 3,2020,9.25
2020-03-06,North Campus Open Space - 2,2020,4
2020-03-06,North Campus Open Space - 1,2020,2
2020-02-28,South Parcel - 7,2020,4
2020-02-28,South Parcel - 6,2020,6.25
2020-02-28,South Parcel - 5,2020,13
2020-02-28,South Parcel - 4,2020,7.25
2020-02-28,South Parcel - 2,2020,8.5
2020-02-28,South Parcel - 3,2020,10
2020-02-28,North Campus Open Space - 2,2020,5.5
2020-02-28,North Campus Open Space - 1,2020,4
2020-02-21,North Campus Open Space - 8,2020,3
2020-02-21,North Campus Open Space - 2,2020,7
2020-02-21,North Campus Open Space - 1,2020,4.75
2020-02-21,South Parcel - 7,2020,6
2020-02-21,South Parcel - 6,2020,7
2020-02-21,South Parcel - 5,2020,14.25
2020-02-21,South Parcel - 4,2020,8
2020-02-21,South Parcel - 2,2020,9.25
2020-02-21,South Parcel - 3,2020,11
2020-02-14,South Parcel - 7,2020,7
2020-02-14,South Parcel - 6,2020,6.75
2020-02-14,South Parcel - 5,2020,15.5
2020-02-14,South Parcel - 4,2020,8.75
2020-02-14,South Parcel - 1,2020,0
2020-02-14,South Parcel - 2,2020,10
2020-02-14,South Parcel - 3,2020,11.75
2020-02-14,North Campus Open Space - 8,2020,6.5
2020-02-14,North Campus Open Space - 2,2020,7.75
2020-02-14,North Campus Open Space - 1,2020,5.5
2020-06-03,North Parcel - 7,2020,0
2020-06-03,North Parcel - 16,2020,0
2020-05-27,North Parcel - 16,2020,4.75
2020-05-20,North Parcel - 7,2020,5.25
2020-05-20,North Parcel - 16,2020,7
2020-05-13,North Parcel - 3,2020,0.25
2020-05-13,North Parcel - 6,2020,2
2020-05-13,North Parcel - 7,2020,8
2020-05-13,North Parcel - 16,2020,9
2020-05-13,North Parcel - 19,2020,1
2020-06-04,South Parcel - 5,2020,7
2020-06-04,North Campus Open Space - 2,2020,0
2020-06-04,North Campus Open Space - 1,2020,0
2020-05-28,North Campus Open Space - 2,2020,2
2020-05-28,North Campus Open Space - 1,2020,0
2020-05-28,South Parcel - 7,2020,0
2020-05-28,South Parcel - 6,2020,0
2020-05-28,South Parcel - 5,2020,8.75
2020-05-28,South Parcel - 2,2020,2
2020-05-28,South Parcel - 3,2020,3.25
2020-02-27,North Parcel - Creekside,2020,0
2020-02-27,North Parcel - Whitetail 2,2020,10
2020-02-27,North Parcel - Whitetail 1,2020,0
2020-02-27,North Parcel - Phase 1,2020,0
2020-02-27,North Parcel - Redtail 1,2020,0
2020-02-27,North Parcel - Redtail 2,2020,1.125
2020-02-27,North Parcel - Mini south,2020,3.25
2020-02-27,North Parcel - Tadpole 2,2020,3.375
2020-02-20,North Campus Open Space - West pond,2020,25.25
2020-02-04,North Campus Open Space - West Pond,2020,27.25
2020-02-04,North Parcel - WT2,2020,13.5
2020-02-04,North Parcel - WT1,2020,7
2020-02-04,North Parcel - CS,2020,3.5
2020-02-04,North Parcel - PH1,2020,0.5
2020-02-04,North Parcel - 3,2020,7.1
2020-02-04,North Parcel - 4,2020,4.5
2020-02-04,North Parcel - MS,2020,10
2020-02-04,North Parcel - 6,2020,7.9
2020-02-04,North Parcel - 7,2020,11.9
2020-07-02,North Campus Open Space - West Pond,2020,8.625
2020-06-17,North Campus Open Space - West Pond,2020,11.75
2020-02-07,Sierra Madre - Central Wetland,2020,24
2020-07-03,Sierra Madre - Central Wetland,2020,0
2020-06-26,Sierra Madre - Central Wetland,2020,0
2020-07-19,Sierra Madre - Central Wetland,2020,2
2020-06-12,Sierra Madre - Central Wetland,2020,4.5
2020-07-05,Sierra Madre - Central Wetland,2020,7.5
2020-05-29,Sierra Madre - Central Wetland,2020,9
2020-05-22,Sierra Madre - Central Wetland,2020,11.5
2020-05-15,Sierra Madre - Central Wetland,2020,13.5
2020-05-08,Sierra Madre - Central Wetland,2020,15
2020-05-01,Sierra Madre - Central Wetland,2020,17.5
2020-04-24,Sierra Madre - Central Wetland,2020,20
2020-04-17,Sierra Madre - Central Wetland,2020,22
2020-04-10,Sierra Madre - Central Wetland,2020,20
2020-04-03,Sierra Madre - Central Wetland,2020,21
2020-03-27,Sierra Madre - Central Wetland,2020,22
2020-03-20,Sierra Madre - Central,2020,23
2020-03-13,Sierra Madre - Central Wetalnd,2020,23
2020-03-06,Sierra Madre - Central Wetland,2020,24
2020-02-28,Sierra Madre - Central Wetland,2020,23
2020-02-21,Sierra Madre - Central,2020,24
2020-02-14,Sierra Madre - Central Wetland,2020,23
2020-01-31,Sierra Madre - Central Wetland,2020,24
2020-11-10,West Campus - 11,2021,0
